"ItemNo","ItemDescr","ColourLikeDescr","ColourDescr","MaingroupDescr","Price","DesignId"
6022566,"MINI UPPER PART NO. 2245","","OLIVE GREEN","Figure parts","-1.00",76382
6023458,"MINI UPPER PART NO. 1946","","SAND YELLOW","Figure parts","-1.00",76382
6023459,"MINI UPPER PART NO.1629","Red","BR.RED","Figure parts","0.60",76382
6023553,"MINI UPPER PART NO. 1773","Blue","EARTH BLUE","Figure parts","-1.00",76382
6023556,"MINI UPPER PART ""NO. 1164""","Blue","EARTH BLUE","Figure parts","0.60",76382
6023572,"MINI UPPER PART NO. 1240","Blue","BR.BLUE","Figure parts","0.60",76382
6023594,"MINI UPPERPART NO. 1443","White","WHITE","Figure parts","0.59",76382
6023600,"MINI UPPER PART ""NO 1440""","Blue","BR.BLUE","Figure parts","0.60",76382
6023605,"MINI UPPER PART NO.1621","Red","NEW DARK RED","Figure parts","0.60",76382
6023608,"MINI UPPER PART ""NO 1441""","Red","BR.RED","Figure parts","0.60",76382
6023650,"MINI UPPER PART NO. 1697","Blue","MD.BLUE","Figure parts","0.60",76382
6023666,"MINI UPPER PART NO. 1633","Red","BR.RED","Figure parts","0.60",76382
6023918,"MINI UPPER PART","White","WHITE","Figure parts","-1.00",76382
6023965,"MINI UPPER PART NO ""2274""","","BR.YEL-GREEN","Figure parts","-1.00",76382
6024018,"MINI UPPER PART NO. 1183","","BR.ORANGE","Figure parts","0.60",76382
6024067,"MINI UPPER PART NO. 2001","","M. LILAC","Figure parts","0.62",76382
6028032,"MINI UPPER PART NO. 2234","Red","NEW DARK RED","Figure parts","-1.00",76382
6029181,"MINI UPPER PART NO 2292","White","WHITE","Figure parts","0.59",76382
6029777,"MINI UPPER PART NO 2300","Red","BR.RED","Figure parts","-1.00",76382
6029944,"MINI UPPER PART NO. 2308","Black","BLACK","Figure parts","-1.00",76382
6031080,"MINI UPPER PART NO. 1903","Red","BR.RED","Figure parts","-1.00",76382
6031085,"MINI UPPER PART ""NO 1580""","White","WHITE","Figure parts","0.59",76382
6031891,"MINI UPPER PART NO 2334","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6031982,"MINI UPPER PART ""NO. 1182""","","BR.ORANGE","Figure parts","0.60",76382
6032023,"MINI UPPER PART NO. 1775","Black","BLACK","Figure parts","-1.00",76382
6032070,"MINI UPPER PART NO 1783","Red","BR.RED","Figure parts","0.60",76382
6032079,"MINI UPPER PART NO. 1902","Red","BR.RED","Figure parts","-1.00",76382
6032091,"MINI UPPER PART NO. 1976","Red","BR.RED","Figure parts","0.60",76382
6032093,"MINI UPPER PART NO 1772","","BR.GREEN","Figure parts","0.65",76382
6032107,"MINI UPPER PART NO 1859","White","WHITE","Figure parts","0.59",76382
6032123,"MINI UPPER PART NO 1995","Red","BR.RED","Figure parts","-1.00",76382
6032144,"MINI UPPER PART NO 1947","Blue","EARTH BLUE","Figure parts","0.60",76382
6032165,"MINI UPPER PART NR. 1238","Black","BLACK","Figure parts","0.59",76382
6032232,"MINI UPPER PART no 1485","Red","BR.RED","Figure parts","0.60",76382
6032668,"MINI UPPER PART NO. 2059","White","WHITE","Figure parts","-1.00",76382
6032681,"MINI UPPER PART NO 2335","Black","BLACK","Figure parts","-1.00",76382
6035126,"MINI UPPER PART NO 2351","","BR.ORANGE","Figure parts","-1.00",76382
6035319,"MINI UPPER PART NO. 2356","Black","BLACK","Figure parts","-1.00",76382
6037431,"MINI UPPER PART NO 2368","Yellow","FL. YELL-ORA","Figure parts","-1.00",76382
6038271,"MINI UPPER PART NO 2372","White","WHITE","Figure parts","-1.00",76382
6039757,"MINI UPPER PART NO. 2390","White","WHITE","Figure parts","-1.00",76382
6039758,"MINI UPPER PART NO. 2391","Grey","DK. ST. GREY","Figure parts","-1.00",76382
6039759,"MINI UPPER PART NO. 2392","Grey","DK. ST. GREY","Figure parts","-1.00",76382
6039760,"MINI UPPER PART NO. 2393","Grey","DK. ST. GREY","Figure parts","0.59",76382
6039761,"MINI UPPER PART NO. 2394","Black","BLACK","Figure parts","-1.00",76382
6039762,"MINI UPPER PART NO. 2395","Black","BLACK","Figure parts","-1.00",76382
6039763,"MINI UPPER PART NO. 2396","Black","BLACK","Figure parts","-1.00",76382
6039889,"MINI UPPER PART NO. 2401","Blue","EARTH BLUE","Figure parts","-1.00",76382
6043327,"MINI UPPER PART NO. 2440","","BRICK-YEL","Figure parts","-1.00",76382
6047567,"MINI UPPER PART NO 2465","","SAND YELLOW","Figure parts","-1.00",76382
6054542,"MINI UPPER PART NO. 2470","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6054649,"MINI UPPER PART NO. 2472","Black","BLACK","Figure parts","-1.00",76382
6054664,"MINI UPPER PART NO. 2473","White","WHITE","Figure parts","-1.00",76382
6054670,"MINI UPPER PART NO. 2474","Blue","BR.BLUE","Figure parts","0.59",76382
6054687,"MINI UPPER PART NO. 2476","Red","BR.RED","Figure parts","0.60",76382
6054876,"MINI UPPER PART NO. 2477","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6054931,"MINI UPPER PART NO. 2478","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6054972,"MINI UPPER PART NO. 2479","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6055050,"MINI UPPER PART NO 2480","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6055116,"MINI UPPER PART NO. 2482","Blue","BR.BLUE","Figure parts","-1.00",76382
6055271,"MINI UPPER PART NO 2486","","BR.YEL-GREEN","Figure parts","-1.00",76382
6055507,"MINI UPPER PART NO. 2500","Blue","BR.BLUE","Figure parts","0.60",76382
6055887,"MINI UPPER PART NR. 2501","Blue","BR.BLUE","Figure parts","-1.00",76382
6056258,"MINI UPPER PART NO. 2502","White","WHITE","Figure parts","0.59",76382
6056326,"MINI UPPER PART NO. 2503","Black","BLACK","Figure parts","0.59",76382
6056458,"MINI UPPER PART NO. 2504","Blue","EARTH BLUE","Figure parts","0.60",76382
6056856,"MINI UPPER PART NO. 2531","Black","BLACK","Figure parts","-1.00",76382
6056859,"MINI UPPER PART NO. 2532","Black","BLACK","Figure parts","-1.00",76382
6057028,"MINI UPPER PART NO. 2536","Blue","SAND BLUE","Figure parts","-1.00",76382
6057369,"MINI UPPER PART NO. 2537","","RED. BROWN","Figure parts","-1.00",76382
6057400,"MINI UPPER PART NO. 2570","","DK. BROWN","Figure parts","-1.00",76382
6057422,"MINI UPPER PART NO. 2571","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6057719,"MINI UPPER PART NO. 2574","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6057730,"MINI UPPER PART NO. 2581","Red","BR.RED","Figure parts","0.60",76382
6057767,"MINI UPPER PART NO. 2575","Black","BLACK","Figure parts","-1.00",76382
6057775,"MINI UPPER PART NO. 2576","White","WHITE","Figure parts","-1.00",76382
6057794,"MINI UPPER PART NO. 2578","Black","BLACK","Figure parts","-1.00",76382
6057819,"MINI UPPER PART NO. 2579","Black","BLACK","Figure parts","-1.00",76382
6057840,"MINI UPPER PART NO. 2583","White","WHITE","Figure parts","-1.00",76382
6058302,"MINI UPPER PART NO. 2584","Black","BLACK","Figure parts","-1.00",76382
6058788,"MINI UPPER PART NO. 2586","","DK. BROWN","Figure parts","0.68",76382
6061595,"MINI UPPER PART NO. 2589","Blue","DARK AZUR","Figure parts","-1.00",76382
6063282,"MINI UPPER PART NO. 2563","Red","BR.RED","Figure parts","0.60",76382
6063939,"MINI UPPERBODY NO. 2557","Blue","MD.BLUE","Figure parts","0.60",76382
6065076,"MINI UPPERBODY NO. 2561","","BRICK-YEL","Figure parts","-1.00",76382
6065079,"MINI UPPER PART NO. 2567","Blue","EARTH BLUE","Figure parts","-1.00",76382
6065080,"MINI UPPERBODY NO. 2562","Blue","SAND BLUE","Figure parts","-1.00",76382
6065120,"MINI UPPER PART NO.2564","","RED. BROWN","Figure parts","-1.00",76382
6068060,"MINI UPPER PART NO.2641","","BR.ORANGE","Figure parts","-1.00",76382
6068082,"MINI UPPER PART NO. 2569","Red","NEW DARK RED","Figure parts","-1.00",76382
6073082,"MINI UPPER PART NO. 2663","White","WHITE","Figure parts","-1.00",76382
6073090,"MINI UPPER PART NO. 2661","","BR.ORANGE","Figure parts","-1.00",76382
6073157,"MINI UPPER PART NO 2665","Red","BR.RED","Figure parts","-1.00",76382
6073178,"MINI UPPER PART NO 2666","Red","BR.RED","Figure parts","-1.00",76382
6073600,"MINI UPPER PART NO 2668","Red","BR.RED","Figure parts","-1.00",76382
6073752,"MINI UPPER PART NO 2669","Red","BR.RED","Figure parts","-1.00",76382
6073777,"MINI UPPER PART NO 2671","Red","BR.RED","Figure parts","-1.00",76382
6074013,"MINI UPPER PART NO. 2672","","SAND YELLOW","Figure parts","-1.00",76382
6074402,"MINI UPPER PART NO 2673","","BR.ORANGE","Figure parts","-1.00",76382
6074740,"MINI UPPER PART NO 2676","Red","BR.RED","Figure parts","-1.00",76382
6074804,"MINI UPPER PART NO 2677","Grey","DK. ST. GREY","Figure parts","-1.00",76382
6074864,"MINI UPPER PART NO.2678","","RED. BROWN","Figure parts","-1.00",76382
6074917,"MINI UPPER PART NO. 2679","","BRICK-YEL","Figure parts","-1.00",76382
6074946,"MINI UPPER PART NO. 2680","Red","BR.RED","Figure parts","-1.00",76382
6075200,"MINI UPPER PART NO 2685","Red","BR.RED","Figure parts","0.60",76382
6075284,"MINI UPPER PART NO 2688","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6076156,"MINI UPPER PART NO 2693","White","WHITE","Figure parts","-1.00",76382
6079859,"MINI UPPER PART ""NO 2762""","","BR.ORANGE","Figure parts","-1.00",76382
6095768,"MINI UPPER PART NO. 2815","White","WHITE","Figure parts","-1.00",76382
6097241,"MINI UPPER PART NO.2822","White","WHITE","Figure parts","0.60",76382
6097434,"MINI UPPER PART NO.2823","Yellow","BR.YEL","Figure parts","-1.00",76382
6097582,"MINI UPPER PART NO.2824","Blue","EARTH BLUE","Figure parts","-1.00",76382
6099402,"MINI UPPER PART NO. 2866","Black","BLACK","Figure parts","-1.00",76382
6099418,"MINI UPPER PART NO.2825","Blue","BR.BLUE","Figure parts","-1.00",76382
6099653,"MINI UPPER PART NO. 2846","Red","BR.RED","Figure parts","-1.00",76382
6099707,"MINI UPPER PART NO. 2847","Black","BLACK","Figure parts","-1.00",76382
6099718,"MINI UPPER PART NO. 2848","Blue","BR.BLUE","Figure parts","-1.00",76382
6099719,"MINI UPPER PART 2849","","DK.GREEN","Figure parts","-1.00",76382
6099767,"MINI UPPER PART NO. 2851","Yellow","BR.YEL","Figure parts","-1.00",76382
6099779,"MINI UPPER PART NO. 2853","Red","BR.RED","Figure parts","-1.00",76382
6099780,"MINI UPPER PART NO. 2854","Black","BLACK","Figure parts","0.59",76382
6099782,"MINI UPPER PART NO.2829","Red","BR.RED","Figure parts","-1.00",76382
6099786,"MINI UPPER PART NO. 2855","Blue","BR.BLUE","Figure parts","0.59",76382
6099788,"MINI UPPER PART NO. 2856","","DK.GREEN","Figure parts","-1.00",76382
6099810,"MINI UPPER PART NO. 2860","Black","BLACK","Figure parts","-1.00",76382
6100023,"MINI UPPER PART NO. 2867","Blue","SAND BLUE","Figure parts","0.65",76382
6100042,"MINI UPPER PART NO. 2830","Red","BR.RED","Figure parts","-1.00",76382
6100053,"MINI UPPER PART NO. 2869","","BRICK-YEL","Figure parts","-1.00",76382
6100062,"MINI UPPER PART NO.2861","Red","NEW DARK RED","Figure parts","0.60",76382
6100075,"MINI UPPER PART NO. 2862","White","WHITE","Figure parts","-1.00",76382
6100429,"MINI UPPER PART NO. 2874","Black","BLACK","Figure parts","0.59",76382
6100568,"MINI UPPER PART NO. 2876","White","WHITE","Figure parts","-1.00",76382
6100647,"MINI UPPER PART NO 2877","","RED. BROWN","Figure parts","-1.00",76382
6100765,"MINI UPPER PART NO 2879","","BRICK-YEL","Figure parts","-1.00",76382
6100770,"MINI UPPER PART NO. 2880","White","WHITE","Figure parts","-1.00",76382
6100796,"MINI UPPER PART NO. 2827","Blue","MD.BLUE","Figure parts","-1.00",76382
6100844,"MINI UPPER PART NO. 2875","","DK.GREEN","Figure parts","0.60",76382
6100951,"MINI UPPER PART NO 2883","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6101835,"MINI UPPER PART NO 2887","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6102072,"MINI UPPER PART NO 2893","","OLIVE GREEN","Figure parts","-1.00",76382
6102340,"MINI UPPER PART NO. 2863","","M. LILAC","Figure parts","-1.00",76382
6102344,"MINI UPPER PART NO 2900","White","WHITE","Figure parts","-1.00",76382
6102371,"MINI UPPER PART NO. 2901","","M. LILAC","Figure parts","-1.00",76382
6102398,"MINI UPPER PART NO. 2902","Yellow","BR.YEL","Figure parts","-1.00",76382
6102408,"MINI UPPER PART NO 2904","","DK.ORA","Figure parts","-1.00",76382
6102482,"MINI UPPER PART 2905","","BRICK-YEL","Figure parts","-1.00",76382
6102521,"MINI UPPER PART 2828","","DK.GREEN","Figure parts","-1.00",76382
6102566,"MINI UPPER PART NO. 2885","","BR.ORANGE","Figure parts","0.60",76382
6102579,"MINI UPPER PART NO 2912","Blue","SAND BLUE","Figure parts","-1.00",76382
6102597,"MINI UPPER PART NO. 2913","","BR.ORANGE","Figure parts","0.60",76382
6102687,"MINI UPPER PART NO. 2886","Blue","BR.BLUE","Figure parts","-1.00",76382
6102696,"MINI UPPER PART NO.2907","Black","BLACK","Figure parts","-1.00",76382
6103202,"MINI OVERKROP NR. 2925","","BR.YEL-GREEN","Figure parts","0.90",76382
6103208,"MINI OVERKROP NR. 2924","White","WHITE","Figure parts","0.88",76382
6103414,"MINI UPPER PART NO. 2930","Black","BLACK","Figure parts","0.59",76382
6103711,"MINI UPPER PART NO. 2931","","BRICK-YEL","Figure parts","-1.00",76382
6103876,"MINI UPPER PART NO. 2826","","RED. BROWN","Figure parts","-1.00",76382
6104351,"MINI UPPER PART NO. 2942","White","WHITE","Figure parts","-1.00",76382
6104574,"MINI UPPER PART NO. 2935","White","WHITE","Figure parts","-1.00",76382
6106445,"MINI UPPER PART NO. 2927","Yellow","BR.YEL","Figure parts","-1.00",76382
6107228,"MINI UPPER PART NO. 2955","Black","BLACK","Figure parts","0.59",76382
6107399,"MINI UPPER PART NO. 2923","Purple","LGH. PURPLE","Figure parts","0.61",76382
6109525,"MINI UPPER PART NO. 2991","","BR.ORANGE","Figure parts","-1.00",76382
6109654,"MINI UPPER PART NO. 2992","White","WHITE","Figure parts","0.59",76382
6109832,"MINI UPPER PART NO.2966","Red","BR.RED","Figure parts","-1.00",76382
6112219,"MINI UPPER PART NO. 2998","","BR.ORANGE","Figure parts","0.60",76382
6112230,"MINI UPPER PART NO. 2999","White","WHITE","Figure parts","0.59",76382
6112885,"MINI UPPER PART ""NO. 2722""","Blue","BR.BLUE","Figure parts","-1.00",76382
6112890,"MINI UPPER PART NO.3009","White","WHITE","Figure parts","-1.00",76382
6113983,"MINI UPPER PART NO. 3010","Red","BR.RED","Figure parts","0.60",76382
6114749,"MINI UPPER PART NO. 3018","Blue","BR.BLUE","Figure parts","0.60",76382
6114954,"MINI UPPER PART NO.3018","Blue","EARTH BLUE","Figure parts","-1.00",76382
6115008,"MINI UPPER PART NO 3020","","EARTH GREEN","Figure parts","-1.00",76382
6115196,"MINI UPPER PART NO 2665","Red","BR.RED","Figure parts","-1.00",76382
6115582,"MINI UPPER PART NO 3021","Black","BLACK","Figure parts","-1.00",76382
6115894,"MINI UPPER PART ""NO. 3028""","Black","BLACK","Figure parts","0.60",76382
6116008,"MINI UPPER PART NO 3027","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6116640,"MINI UPPER PART NO. 3017","Purple","LGH. PURPLE","Figure parts","0.61",76382
6116647,"MINI UPPER PART NO. 3042","Blue","EARTH BLUE","Figure parts","-1.00",76382
6116668,"MINI UPPER PART NO.2605","","BR.YEL-GREEN","Figure parts","0.61",76382
6116690,"MINI UPPER PART NO. 3045","Blue","DARK AZUR","Figure parts","0.65",76382
6116697,"MINI UPPER PART NO. 3046","","M. LILAC","Figure parts","-1.00",76382
6116712,"MINI UPPER PART NO. 3039","Blue","EARTH BLUE","Figure parts","-1.00",76382
6116730,"MINI UPPER PART NO. 3043","","M. LILAC","Figure parts","-1.00",76382
6116961,"MINI UPPER PART NO. 3041","","M. LILAC","Figure parts","-1.00",76382
6117015,"MINI UPPER PART NO. 3040","","EARTH GREEN","Figure parts","-1.00",76382
6117061,"MINI UPPER PART NO. 3032","Black","BLACK","Figure parts","0.59",76382
6117069,"MINI UPPER PART NO. 3037","","SAND GREEN","Figure parts","-1.00",76382
6117079,"MINI UPPER PART NO. 3036","Red","NEW DARK RED","Figure parts","0.60",76382
6117082,"MINI UPPER PART NO. 3034","Black","BLACK","Figure parts","0.59",76382
6117084,"MINI UPPER PART NO. 3033","Black","BLACK","Figure parts","0.59",76382
6117141,"MINI UPPER PART NO.3053","Grey","MED. ST-GREY","Figure parts","-1.00",76382
6117567,"MINI UPPER PART NO. 3031","White","WHITE","Figure parts","0.59",76382
6120210,"MINI UPPER PART NO. 3080","Yellow","BR.YEL","Figure parts","0.60",76382
6120213,"MINI UPPER PART ""NO. 3081""","White","WHITE","Figure parts","0.60",76382
6120214,"MINI UPPER PART ""NO. 3082""","Red","BR.RED","Figure parts","0.60",76382
6120219,"MINI UPPER PART ""NO. 3084""","Blue","BR.BLUE","Figure parts","0.59",76382
6122259,"MINI UPPER PART NO.3101","Blue","BR.BLUE","Figure parts","-1.00",76382
6122280,"MINI UPPER PART NO. 3102","Grey","DK. ST. GREY","Figure parts","-1.00",76382
6122365,"MINI UPPER PART NO. 3103","","OLIVE GREEN","Figure parts","-1.00",76382
6122436,"MINI UPPER PART NO. 3105","","EARTH GREEN","Figure parts","-1.00",76382
6122585,"MINI UPPER PART NO. 3104","White","WHITE","Figure parts","-1.00",76382
6123036,"MINI UPPER PART NO. 3127","Blue","EARTH BLUE","Figure parts","-1.00",76382
6123735,"MINI UPPER PART NO. 3128","","BRICK-YEL","Figure parts","0.59",76382
6123948,"MINI UPPER PART NO. 3131","","RED. BROWN","Figure parts","0.59",76382
6123985,"MINI UPPER PART NO. 3140","","M. LILAC","Figure parts","0.65",76382
6124267,"MINI UPPER PART NO. 3142","","BRICK-YEL","Figure parts","0.59",76382
6124656,"MINI UPPER PART NO. 3143","White","WHITE","Figure parts","0.65",76382
6124855,"MINI UPPER PART NO. 3149","Grey","DK. ST. GREY","Figure parts","0.62",76382
6124883,"MINI UPPER PART NO. 3150","Grey","DK. ST. GREY","Figure parts","0.62",76382
6124899,"MINI UPPER PART NO. 3151","Grey","MED. ST-GREY","Figure parts","0.64",76382
6124926,"MINI UPPER PART NO. 3152","Grey","MED. ST-GREY","Figure parts","0.62",76382
6125671,"MINI UPPER PART NO. 3153","Blue","BR.BLUE","Figure parts","-1.00",76382
6125685,"MINI UPPER PART NO.3160","Red","BR.RED","Figure parts","-1.00",76382
6125688,"MINI UPPER PART NO.3161","Red","BR.RED","Figure parts","0.61",76382
6125693,"MINI UPPER PART NO.3162","Black","BLACK","Figure parts","0.59",76382
6125699,"MINI UPPER PART NO.3163","Red","BR.RED","Figure parts","0.61",76382
6125703,"MINI UPPER PART NO.3164","Black","BLACK","Figure parts","0.59",76382
6126984,"MINI UPPER PART NO.3153","Red","BR.RED","Figure parts","0.61",76382
6127357,"MINI UPPER PART NO 3174","","M. NOUGAT","Figure parts","0.65",76382
6129010,"MINI UPPER PART NO 3181","","DK. BROWN","Figure parts","0.66",76382
6129780,"MINI UPPER PART NO.3192","Red","BR.RED","Figure parts","0.61",76382
6129791,"MINI UPPER PART NO.3191","Red","BR.RED","Figure parts","0.61",76382
6131580,"MINI UPPER PART NO. 3190","Grey","MED. ST-GREY","Figure parts","0.64",76382
6131713,"MINI UPPER PART NO. 3194","","W.GOLD","Figure parts","-1.00",76382
6131821,"MINI UPPER PART NO.3195","Red","BR.RED","Figure parts","0.61",76382
6132259,"MINI UPPER PART NO. 3199","","DK.GREEN","Figure parts","-1.00",76382
6132287,"MINI UPPER PART NO. 3200","White","WHITE","Figure parts","0.59",76382
6132293,"MINI UPPER PART NO. 3202","Red","BR.RED","Figure parts","-1.00",76382
6132314,"MINI UPPER PART NO. 3201","Blue","BR.BLUE","Figure parts","-1.00",76382
6132595,"MINI UPPER PART NO. 3205","Black","BLACK","Figure parts","0.59",76382
6132659,"MINI UPPER PART NO. 3206","Black","BLACK","Figure parts","0.59",76382
6132663,"MINI UPPER PART NO.3207","Black","BLACK","Figure parts","0.59",76382
6132673,"MINI UPPER PART NO. 3209","White","WHITE","Figure parts","0.59",76382
6132676,"MINI UPPER PART ""NO. 3213""","Red","BR.RED","Figure parts","-1.00",76382
6132687,"MINI UPPER PART NO. 3210","","BR.ORANGE","Figure parts","0.60",76382
6132688,"MINI UPPER PART ""NO. 3212""","Red","NEW DARK RED","Figure parts","0.60",76382
6132738,"MINI UPPER PART NO. 3211","White","WHITE","Figure parts","0.59",76382
6132814,"MINI UPPER PART NO. 3208","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6132846,"MINI UPPER PART NO. 3214","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6132869,"MINI UPPER PART NO. 3215","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6133680,"MINI UPPER PART NO.3240","White","WHITE","Figure parts","0.59",76382
6133689,"MINI UPPER PART NO.3241","White","WHITE","Figure parts","-1.00",76382
6136848,"MINI UPPER PART NO. 3255","Yellow","BR.YEL","Figure parts","0.61",76382
6138229,"MINI UPPER PART NO. 3256","","BR.YEL-GREEN","Figure parts","0.62",76382
6138609,"MINI UPPER PART NO. 3259","","BR.YEL-GREEN","Figure parts","0.64",76382
6139018,"MINI UPPER PART NO 3264","White","WHITE","Figure parts","0.59",76382
6139450,"MINI UPPER PART NO. 3268","","DK.GREEN","Figure parts","0.61",76382
6139527,"MINI UPPER PART NO 3263","Red","BR.RED","Figure parts","0.60",76382
6141824,"MINI UPPER PART ""NO. 3282""","White","WHITE","Figure parts","0.60",76382
6141862,"MINI UPPER PART NO. 3253","Red","BR.RED","Figure parts","0.61",76382
6141867,"MINI UPPER PART  NO. 3276","","MEDIUM LAVENDER","Figure parts","0.74",76382
6141880,"MINI UPPER PART NO. 3277","Blue","BR.BLUE","Figure parts","-1.00",76382
6143830,"MINI UPPER PART NO 2189","Black","BLACK","Figure parts","-1.00",76382
6143834,"MINI UPPER PART NO 2188","Black","BLACK","Figure parts","-1.00",76382
6143839,"MINI UPPER PART NO 2692","","OLIVE GREEN","Figure parts","-1.00",76382
6144365,"MINI UPPER PART NO.3344","Red","BR.RED","Figure parts","-1.00",76382
6148134,"MINI UPPER PART NO.3360","Blue","MD.BLUE","Figure parts","0.60",76382
6150282,"MINI UPPER PART NO. 1187","Black","BLACK","Figure parts","-1.00",76382
6150613,"MINI UPPER PART NO.3370","White","WHITE","Figure parts","0.59",76382
6151386,"MINI UPPER PART NO.3388","","OLIVE GREEN","Figure parts","0.65",76382
6151409,"MINI UPPER PART NO.3389","","OLIVE GREEN","Figure parts","0.65",76382
6151433,"MINI UPPER PART NO. 3390","","OLIVE GREEN","Figure parts","0.65",76382
6152085,"MINI UPPER PART NO. 3415","Blue","EARTH BLUE","Figure parts","0.60",76382
6152106,"MINI UPPER PART NO. 3402","","SILVER MET.","Figure parts","0.65",76382
6152194,"MINI UPPER PART NO. 3403","White","WHITE","Figure parts","0.59",76382
6152437,"MINI UPPER PART NO. 3435","Black","BLACK","Figure parts","0.59",76382
6152450,"MINI UPPER PART NO. 3424","","MEDIUM LAVENDER","Figure parts","0.68",76382
6152679,"MINI UPPER PART NO.3425","Red","BR.RED","Figure parts","0.60",76382
6152683,"MINI UPPER PART NO. 3426","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6152800,"MINI UPPER PART NO. 3427","","M. NOUGAT","Figure parts","0.65",76382
6153136,"MINI UPPER PART NO. 3429","Black","BLACK","Figure parts","0.62",76382
6153137,"MINI UPPER PART NO. 3430","White","WHITE","Figure parts","0.59",76382
6153138,"MINI UPPER PART NO.3431","Blue","DARK AZUR","Figure parts","0.65",76382
6153139,"MINI UPPER PART NO.3432","White","WHITE","Figure parts","0.60",76382
6153140,"MINI UPPER PART NO.3433","Purple","LGH. PURPLE","Figure parts","0.61",76382
6153141,"MINI UPPER PART NO.3434","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6153429,"MINI UPPER PART, NO. 3482","","SAND YELLOW","Figure parts","0.66",76382
6153512,"MINI UPPER PART NO. 3451","Grey","MED. ST-GREY","Figure parts","0.60",76382
6153835,"MINI UPPER PART NO.3479","White","WHITE","Figure parts","0.59",76382
6153891,"MINI UPPER PART NO.3477","Blue","EARTH BLUE","Figure parts","0.60",76382
6155096,"MINI UPPER PART NO.3485","White","WHITE","Figure parts","0.59",76382
6155220,"MINI UPPER PART NO. 3489","Black","BLACK","Figure parts","0.59",76382
6155227,"MINI UPPER PART NO. 3490","White","WHITE","Figure parts","0.59",76382
6155234,"MINI UPPER PART NO. 3491","Red","BR.RED","Figure parts","0.60",76382
6155270,"MINI UPPER PART NO. 3492","Grey","DK. ST. GREY","Figure parts","0.60",76382
6155272,"MINI UPPER PART NO. 3493","Blue","EARTH BLUE","Figure parts","0.60",76382
6157703,"MINI UPPER PART, NO. 3510","Black","BLACK","Figure parts","0.61",76382
6162484,"MINI UPPER PART, NO. 3552","Grey","MED. ST-GREY","Figure parts","0.61",76382
6163060,"MINI UPPER PART NO. 3558","Grey","DK. ST. GREY","Figure parts","0.60",76382
6164525,"MINI UPPER PART, NO. 3559","Grey","MED. ST-GREY","Figure parts","0.59",76382
6164527,"MINI UPPER PART, NO. 3583","Grey","DK. ST. GREY","Figure parts","0.60",76382
6164529,"MINI UPPER PART NO. 3582","Grey","MED. ST-GREY","Figure parts","0.59",76382
6167909,"MINI UPPER PART, NO. 3589","Blue","SAND BLUE","Figure parts","0.66",76382
6169964,"MINI UPPER PART NO. 3592","Yellow","FL. YELL-ORA","Figure parts","0.66",76382
6170090,"MINI UPPER PART NO. 3593","Grey","DK. ST. GREY","Figure parts","0.65",76382
6170276,"MINI UPPER PART NO. 3604","Blue","BR.BLUE","Figure parts","0.59",76382
6170885,"MINI UPPER PART NO. 3606","White","WHITE","Figure parts","0.59",76382
6170900,"MINI UPPER PART NO. 3607","","DK.GREEN","Figure parts","0.62",76382
6171749,"MINI UPPER PART, NO. 3614","Red","BR.RED","Figure parts","0.65",76382
6172536,"MINI UPPER PART NO. 3627","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6172575,"MINI UPPER PART NO. 3628","White","WHITE","Figure parts","0.59",76382
6172751,"MINI UPPER PART NO. 3630","White","WHITE","Figure parts","0.59",76382
6173621,"MINI UPPER PART NO. 3605","Red","BR.RED","Figure parts","0.60",76382
6173660,"MINI UPPER PART, NO. 3638","","M. LILAC","Figure parts","0.97",76382
6174218,"MINI UPPER PART NO. 3651","Blue","DARK AZUR","Figure parts","0.66",76382
6174502,"MINI UPPER PART, NO. 3653","Black","BLACK","Figure parts","0.59",76382
6174817,"MINI UPPER PART, NO. 3655","White","WHITE","Figure parts","0.60",76382
6174826,"MINI UPPER PART NO. 3659","White","WHITE","Figure parts","0.60",76382
6175988,"MINI UPPER PART, NO.3684","Black","BLACK","Figure parts","-1.00",76382
6176217,"MINI UPPER PART, NO. 3688","Blue","LGH. ROY. BLUE","Figure parts","0.65",76382
6176243,"MINI UPPER PART, NO.3681","Black","BLACK","Figure parts","0.60",76382
6176244,"MINI UPPER PART, NO. 3732","White","WHITE","Figure parts","0.59",76382
